StoreName,StoreCode,ownerName,address1,address2,area,city,state,pincode,businessType,outletType,email,phoneNumber,latitude,longitude
KOPITIAM SIN LAI KEE (9am-4pm),K208,,"NO. 2,","JALAN SATU TAMAN SG SEMBILANG,","JERAM, SELANGOR",KLANG,SELANGOR,45800,Standalone,11,sales@pmmahsuri.com.my,013-3366998,3.192175,101.314981
KS MART SDN BHD,K025,MS. VASANTHI,"6, JALAN PUBLIC,","KG. BARU SG. BULOH,","SG. BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,40160,Standalone,11,sales@pmmahsuri.com.my,014-6698169,3.197716,101.568073
KS SMART MART SDN. BHD. (Mon-Sat: 9am-7pm),K221,,"NO. 31, JALAN DEVELOPMENT,","TAMAN KEPONG,","KEPONG, KUALA LUMPUR",KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,016-2888255,3.1995828,101.4554655
KT MAHESWARI FRESH MARKET ENTERPRISE (Mon-Sat: 9am-5pm),K200,MAHISWARI,"NO. 9, JALAN YEO HUN HUP,","OFF JALAN TENGKU KELANA,","KLANG, SELANGOR",KLANG,SELANGOR,41100,Standalone,11,sales@pmmahsuri.com.my,014-7147332,3.129055,101.465173
KU ROSMA BINTI KU AHMAD,K238,,"NO. 164, JALAN SERTING UTAMA 4,","PUSAT PERNIAGAAN JEMPOL,","BANDAR SERI JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,011-23589509,2.8937286,102.4077194
KUIH CANTIK ENTERPRISE,K190,FOONG HUK,"439, TAMAN BUKIT GALENA",LORONG BUKIT GALENA 11/3,"SEREMBAN, N. SEMBILAN (CALL BEFORE DELIVERY)",SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,010-7669657,2.198274,102.232944
KURNIA AKRAB SDN. BHD.,K235,,"LOT 1, KAWASAN PERUSAHAAN DIOH,","KUALA PILAH,",N. SEMBILAN,KUALA PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,019-3211935,2.7381269,102.2495641
KWANG CHEONG (M) SDN BHD (Monday to Friday - 9am-4pm),K147,TAI WOON HANN,"NO 3349,","KAWASAN INDUSTRI TAMAN MAJU,","JASIN, MELAKA",JASIN,MELAKA,77000,Standalone,11,sales@pmmahsuri.com.my,06-529 1346,2.295592477,102.4194626
KZ KIOSK (Mon-Fri: 8am-6pm| Fri: 12pm-3pm rest| Sat: 3pm close),K197,AULIA,"NO. 3 & 3A, JALAN ASTANA C 13/C,","PUSAT NIAGA ASTANA SEKSYEN 13,","BANDAR PUNCAK ALAM, SELANGOR",PUNCAK ALAM,SELANGOR,42300,Standalone,11,sales@pmmahsuri.com.my,014-2617568,3.239434,101.447236
KZ KIOSK (Mon-Sat: 9am-6pm|Fri: 12pm-3pm),K209,FIKRI,"NO. 2, JALAN PPAJ 2/5,","PUSAT PERDAGANGAN ALAM JAYA,","BANDAR PUNCAK ALAM, SELANGOR.",PUNCAK ALAM,SELANGOR,42300,Standalone,11,sales@pmmahsuri.com.my,011-25791557,3.034461,101.432692
L & P MINI MARKET (khamis tutup),L022,PUA GAIK POH,"NO.B-G03A, BLOCK B, APARTMENT IDAMAN,","NO.9, JALAN 10/1, PJU 10, DAMANSARA DAMAI,",PJ.,DAMANSARA,SELANGOR,47830,Standalone,11,sales@pmmahsuri.com.my,012-799 6473,3.1987847,101.590422
LAI LAI BAK KUT TEH,L091,CHONG FAH KHOON,"43, JALAN MP12,","TAMAN MERDEKA PERMAI,",MELAKA,BANDAR HILIR,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,016-617 2179,2.248418112,102.2438813
LAKBA ENTERPRISE *-FRIDAY CLOSE,L013,KOW KOK PENG,"NO.96, PARIT ZING, SEROM,",,LEDANG JOHOR,LEDANG,JOHOR,84410,Standalone,11,sales@pmmahsuri.com.my,06-976 1370,2.185887,102.630707
LAKSHMI MINI MARKET (Mon-Sat : 8am-8pm),L117,SAMBATH,"NO. 22 & 24, JALAN ADIL 25/10,","TAMAN SRI MUDA, SEKSYEN 25,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40400,Standalone,11,sales@pmmahsuri.com.my,011-16645948,3.128957,101.465118
LAM HING LOONG MART (Open everyday|Delivery behind shop),L122,TIOW LEE OI,"PT 1198,","JALAN BESAR,","LINGGI, N. SEMBILAN",LINGGI,NEGERI SEMBILAN,71150,Standalone,11,sales@pmmahsuri.com.my,012-6836669,2.4834773,102.0121924
LASHIKA SPICES - OPEN 7AM-10PM & 2PM-4:30PM - (11AM-2PM TAK BOLEH DELIVERY),L107,SHAVINA JAYARAJ,"NO 1, JALAN KATI U19E,","KG BARU SUNGAI BULOH,","SHAH ALAM, SELANGOR.",SUNGAI BULOH,SELANGOR,40160,Standalone,11,sales@pmmahsuri.com.my,014-332 2301,3.1957531,101.5645649
LAVANIZ FRESH MART,L084,SATHISKUMAR,"NO 89 & 90, JLN SS 14/1,","SUBANG JAYA,",SELANGOR.,SUBANG JAYA,SELANGOR,47500,Standalone,11,sales@pmmahsuri.com.my,011-1121 1107,3.129195,101.465181
LEAF VEGETARIAN,L106,KOHH MEI HUANG,"NO.56, GROUND FLOOR,","JALAN PUTRA SQUARE 7, PUTRA SQUARE,",KUANTAN.,KUANTAN,PAHANG,25200,Standalone,11,sales@pmmahsuri.com.my,,2.707843,101.888171
LEANG SENG TRADING,L094,CHUA CHOON SIANG,"T/ L MPJ 218, PARIT BAKAR LAUT",JALAN ABDUL RAHMAN,"MUAR, JOHOR",MUAR,JOHOR,84000,Standalone,11,sales@pmmahsuri.com.my,012- 651 3939,1.999195299,102.5955496
LEONG HUAT TIEN GUAN TRADING SDN BHD,L081,ACCOUNT MS. WONG,LEONG HUAT TIEN GUAN TRADING SDN BHD,"LOT 79, JALAN IKS MJ 4, TAMAN MALIM JAYA,",MELAKA.,MALIM JAYA,MELAKA,75250,Standalone,11,sales@pmmahsuri.com.my,06-334 0684,2.239889,102.2401
LEPAR HILIR TRADING ( FRIDAY HOLIDAY ),L080,MOHAMED ZAMRI BIN MOHAMAD SALEH,"NO.30 , FELDA LEPAR HILIR 1,",GAMBANG,KUANTAN PAHANG,KUANTAN,PAHANG,26300,Standalone,11,sales@pmmahsuri.com.my,017-9583378,3.652004474,103.0839221
LETCHUMEE MAJU ENTERPRISE,L099,LETCHUMEE,LETCHUMEE MAJU ENTERPRISE,"NO 1 & NO 2, TABOH NANING 1,","ALOR GAJAH, MELAKA.",ALOR GAJAH,MELAKA,78000,Standalone,11,sales@pmmahsuri.com.my,,2.460633101,102.1791085
LIAN HONG TRADING CO. (Delivery after 11am),K184,,"756-K, TAMAN KERJASAMA",BUKIT BERUANG,MELAKA,BUKIT BERUANG,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,016-6443993,2.2462188,102.2729204
LIM KEE MEI WEI TRADING,L101,MR.LIM,LIM KEE MEI WEI TRADING,"NO.7B, JALAN HAIWAN BUKIT PELANDOK,","PORT DICKSON, NEGERI SEMBILAN.",PORT DICKSON,NEGERI SEMBILAN,71960,Standalone,11,sales@pmmahsuri.com.my,,2.678614,101.759916
LK MINI MART (Open everyday|Fri: 12.30pm-2.30pm close),L124,NOR ASIKIN,"NO. 25, JALAN VISTA JAYA 1,","TAMAN VISTA JAYA,","LUKUT, N. SEMBILAN",LUKUT,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,018-3289415,2.5744354,101.8558772
LK STORE,L006,,"NO.22, LORONG 1 BATU 10,","TAMAN DESA BERNAM, BARU 18,","HUTAN MELINTANG, PERAK",HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,013-4223030,3.867938,100.8748208
LUCKY CITY MART,L092,EE KOK WEI,"NO 48, JALAN IP 2,","TAMAN LIMBONGAN PERMAI , KLEBANG KECIL,",MELAKA,KLEBANG,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,016-213 8226,2.2090979,102.2222802
LUCKY INN RESTAURANT (Receiving open at 3pm|Call before delivery),L125,,"NO. 47, GF JALAN S2 D35, CITY CENTRE,","REGENCY AVENUE 2, SEREMBAN 2,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,017-2992099,2.697414,101.981562
LUCKY MART KERTEH SDN BHD (CALL SALESMAN BEFORE SEND),L088,MR LIM,"LOT 809 (4-7), JALAN BESAR,","KAMPUNG BARU, KERTEH,","KEMAMAN, TERENGGANU.",KEMAMAN,TERENGGANU,24300,Standalone,11,sales@pmmahsuri.com.my,012-928 8773,4.488021018,103.4412454
M FAMILY MINI MARKET (DEL: 12pm to 6pm) Tuesday off,M226,MR CHAI,"NO.14,",JLN DS 1/1 DATARAN SEGAR,"PORT DICKSON, NEGERI SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,016-3533566,2.5605253,101.8156879
M FAMILY MINI MART,M087,MR CHAN,"NO.14, JALAN DS 1/1,","BANDAR DATARAN SEGAR,","PORT DICKSON, NEGERI SEMBILAN.",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,016-353 3566,2.5608411,101.8159328
MAFANA RESOURCES SDN BHD (Fri: 1pm-2pm rest),M239,,"NO. 2, JALAN TENGGIRI 17/23,","SEKSYEN 17,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40200,Standalone,11,sales@pmmahsuri.com.my,011-39343193,3.034471,101.432701
MAH TONG HUAT FOOD INDUSTRIES SDN BHD,M174,MDN GUAN,MAH TONG HUAT FOOD INDUSTRIES SDN BHD,"LOT 56 PT 6308 SEMAMBU INDUSTRIAL ESTATE,",KUANTAN PAHANG,KUANTAN,PAHANG,25350,Standalone,11,sales@pmmahsuri.com.my,09-566 4099,3.854507697,103.3306926
MAHACERGAS SDN BHD,M033,MS. KHOR,"LOT 488,",STESYEN KERETAPI,KODIANG KEDAH,KODIANG,KEDAH,6100,Standalone,11,sales@pmmahsuri.com.my,04-9251004,6.372115002,100.3062693
MAKANAN LAUT YOKE HENG (Monday close|Delivery time: 8am-11.30am),R147,,"NO. 33, JALAN SR 8/4, TAMAN PUTRA INDAH,","SERDANG RAYA,","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,03-89438783,3.046177,101.703246
MAKASSAR FRESH MARKET SDN BHD,M188,,"NO.14G, JALAN PRIMA SETAPAK 1,","PRIMA SETAPAK,",KUALA LUMPUR.,SETAPAK,KUALA LUMPUR,53000,Standalone,11,sales@pmmahsuri.com.my,CHAN KAH CHOON,3.197221,101.712079
MALLA ROHANA ENTERPRISE,M210,SITI ROHANA BINTI ISMAIC,"NO 18, JALAN SRI RAMA 3,","TAMAN MUZAFFAR SHAH,","AYER KEROH, MELAKA",AYER KEROH,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,011-6184 0928,2.251105,102.288957
MAMARAJ MINI MARKET (Mon-Sat: 9am-5.30pm|Fri: No delivery),M237,SADICK,"NO. 8, JALAN SS 5A/9,","TAMAN SUBANG, KELANA JAYA,","PETALING JAYA, SELANGOR",PETALING JAYA,SELANGOR,47301,Standalone,11,sales@pmmahsuri.com.my,018-2924011,3.045206,101.602822
MANJUMA TRADING (Fri: Close during prayer),M238,ASAHA,"NO. 18A (PT 54416),","KAMPUNG BARU BALAKONG,","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,019-6145400,3.027694,101.747156
MANTAU MINIMART (Fri: 12pm-3pm close),M270,RADI,"NO. 7, JALAN 1,","TAMAN MANTAU INDAH,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,014-6370320,2.7046733,101.8800297
MART ON TWELFTH,M088,TIEN TONG HAU,"62, JALAN KE1,","TAMAN KERIS EMAS,","SUNGAI UDANG, MELAKA",SUNGAI UDANG,MELAKA,76300,Standalone,11,sales@pmmahsuri.com.my,019-889 1777,2.2909466,102.1318586
MARWA MANAGEMENT (M) SDN. BHD.,M259,,"NO. 793,","TAMAN BAHAU,","BAHAU, N. SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,013-3442462,2.8094297,102.3935699
MARWA STORE,M179,BASIR BIN MOHD,"CLUB HOUSE, NILAI PERDANA APARTMENT,","JALAN NILAI PERDANA 11, TAMAN NILAI PERDANA,",NILAI NEGERI SEMBILAN.,NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,017-393 7944,2.80255,101.80972
MATHIALAGAN FAMILY STORE (10am-5pm) (Saturday & Lunch hour : no receiving),M092,MATHIALAGAN,"NO.524,525,526, JALAN SJ9/1,","TAMAN SEREMBAN JAYA,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,71450,Standalone,11,sales@pmmahsuri.com.my,010-213 6177,2.671145,101.982496
MB RETAIL ENTERPRISE (9AM - 5PM),M219,MUHAMAD ALFIAN & ATIB,"F-G-11B, JALAN PJU 10/9C",PRIMA DAMANSARA,"PETALING JAYA, SELANGOR",DAMANSARA,SELANGOR,47830,Standalone,11,sales@pmmahsuri.com.my,011-15298408,3.1773599,101.5776437
MCD MARKETERS SDN BHD,M091,TAN JIA JING,"BLOCK A-2, NO K66,","TANJONG AGAS INDUSTRIAL ESTATE,",MUAR JOHOR.,MUAR,JOHOR,84000,Standalone,11,sales@pmmahsuri.com.my,012-683 5666,2.056636615,102.5647206
MD MARIHAN BORHAN TRADING (Open 7am-9pm|Rest 1pm-3.30pm),M266,,"NO. 4771, 4772, RUMAH KEDAI,","TAMAN PASIR BESAR,","GEMAS, N. SEMBILAN",GEMAS,NEGERI SEMBILAN,73420,Standalone,11,sales@pmmahsuri.com.my,017-2669326,2.9475377,102.4945562
MD NUR CORNER *-deliver after 3pm,M010,,"357-K, LORONG MAYANG 1,","TAMAN PERINGGIT JAYA,",MELAKA.,PERINGGIT,MELAKA,75400,Standalone,11,sales@pmmahsuri.com.my,012-689 9290,2.215923,102.254725
MEDAN FROZEN FOOD,M009,,"NO.47, JALAN MEDAN 10,","TAMAN MEDAN,","PETALING JAYA, SELANGOR.",PETALING JAYA,SELANGOR,46000,Standalone,11,sales@pmmahsuri.com.my,03-77846466,3.074129,101.635719
MEGA INDAH MART (LORI KECIL)-DELIVER AFTER 12PM,M022,PETER LEONG / LING,"B-1-12, JALAN MEGA 9, PANGSAPURI MEGA INDAH,","TAMAN MEGA JAYA,",KUALA LUMPUR.,TAMAN MEGA,KUALA LUMPUR,56100,Standalone,11,sales@pmmahsuri.com.my,012-3723763,3.12903,101.465047
MEGA MUHIBBAH ENTERPRISE,M003,,"NO.189, BATU 9,",LEKIR,"SETIAWAN, PERAK",SITIAWAN,PERAK,32000,Standalone,11,sales@pmmahsuri.com.my,019-5780160,4.2156413,100.6848573
MEKAR FRESH & FROZENMART (GEMENCHEH),M263,,"NO. 3268 & 3269,","TAMAN MUHIBBAH,","GEMENCHEH, N. SEMBILAN",GEMENCHEH,NEGERI SEMBILAN,73200,Standalone,11,sales@pmmahsuri.com.my,019-3435463,2.5272594,102.4014604
MELAKA WONDERLAND SDN BHD (Tue to Sun : 10am-1pm & 2pm-5pm),M101,MS LEE,"LOT PT 17178, LEBUH AYER KEROH,","HANG TUAH JAYA,","AYER KEROH, MELAKA.",AYER KEROH,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,019-655 4931,2.281623,102.294542
METRO EMPIRE SDN. BHD. - RESTORAN AL MASYUR,M277,SALIM,"NO. 2, JALAN BISTARI 4/7,","TAMAN YAYASAN, BULOH KASAP,","SEGAMAT, JOHOR",SEGAMAT,JOHOR,85000,Standalone,11,sales@pmmahsuri.com.my,011-29926283,2.549331816,102.7914542
MH WORLD SOLUTIONS SDN. BHD. (Fri: 1pm-3pm close),M257,,"B4-7, JALAN DAMAI PERDANA 1/8C,","BANDAR DAMAI PERDANA,",KUALA LUMPUR.,DAMAI,KUALA LUMPUR,56000,Standalone,11,sales@pmmahsuri.com.my,016-2170687,3.051661,101.7753
MHD YUNUS BIN A.MANAP (Fri: Close),M262,YUNUS,"C1 KAMPUNG DATO JOHAN,","BATU KIKIR,","JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72200,Standalone,11,sales@pmmahsuri.com.my,017-6120103,2.8793555,102.3230852
MHZ NIAGA RESOURCES (Mon-Sat: 9.30am-6pm|Fri: 12pm-3pm rest),M252,,"NO. 15, JALAN ASTANA 13/A,","PUSAT NIAGA ASTANA,","PUNCAK ALAM, SELANGOR",PUNCAK ALAM,SELANGOR,42300,Standalone,11,sales@pmmahsuri.com.my,017-2871347,3.096309,101.444524
MILLIONSZ ENTERPRISE (Mon-Sat: 9.30am-6pm|Fri: 12pm-3pm rest),M254,NASIR,"79, JALAN SUNGAI PINANG 5/5,","TAMAN PERINDUSTRIAN PULAU INDAH,","PULAU INDAH, SELANGOR",KLANG,SELANGOR,42920,Standalone,11,sales@pmmahsuri.com.my,011-16433532,3.128957,101.465118
MING JII RESTAURANT SDN. BHD.,M275,,"19, JALAN DEDAP 19, TAMAN JOHOR JAYA","JOHOR BAHRU, JOHOR",JOHOR BAHRU,JOHOR BAHRU,JOHOR,,Standalone,11,sales@pmmahsuri.com.my,012-7771943,1.541305661,103.8023795
MING TAI FOOD (M) SDN BHD,M173,RAYMOND CHONG KOK MENG,"NO 21 & 22,","JALAN BANDAR BARU LUKUT, LUKUT,","PORT DICKSON, NEGERI SEMBILAN.",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,013-613 6682,2.5696012,101.829262
MING TAI FOOD (M) SDN BHD (MING TAI FOODMART),M177,ROBIN,MING TAI FOOD (M) SDN BHD (MING TAI FOODMART),"NO 132, PT 8121 JALAN TUN DR ISMAIL,",SEREMBAN NS.,SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,018-397 5275,2.731495,101.9371698
MING TAI FOOD (M) SDN BHD (SEMENYIH),M202,KK TAN & MISS LEE,"NO 2-G, JALAN SEMENYIH SENTRAL 4,",TAMAN SEMENYIH SENTRAL,"SEMENYIH, SELANGOR.",SEMENYIH,SELANGOR,"43500,",Standalone,11,sales@pmmahsuri.com.my,011-1193 4678,2.944318,101.843327
MING TAI FOOD (M) SDN BHD (SENAWANG),M228,INTAN SHAKIRIN,"NO. 378, TKT 1, JALAN BANDAR SENAWANG 1",PUSAT BANDAR SENAWANG,"SEREMBAN, N.SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,011-21066495,2.704814,101.99057
MINI MARKET GATCO RC (Open: 7am-6pm),M267,,"LOT 2241 & 2242, KG. GATCO,","BANDAR BARU SERTING,","BANDAR BARU SERTING, N. SEMBILAN",SERTING,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,019-2984582,2.9486899,102.5066804
MINI MARKET MUZAR FASHAH,M183,,MINI MARKET MUZAR FASHAH,"NO 33, JALAN SRI RAMA 1, TAMAN MUZAFFAH SHAH,","AYER KEROH, MELAKA",AYER KEROH,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,,2.251848748,102.2889253
MINI MARKET NIRMALA (Mon-Sat: 9.30am-6pm),M246,NIRMALA,"NO. 21A, LORONG MOHD TAHIR 20A,","TAMAN YAKIN DUA,","KLANG, SELANGOR",KLANG,SELANGOR,41200,Standalone,11,sales@pmmahsuri.com.my,019-6499942,3.129083,101.465105
MITAJAYA TRADING,M175,RAHMAT,MITAJAYA TRADING,"LOT 2928 KAMPUNG PAYA JARAS HILIR,",SUNGAI BULOH.,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,017-711 6451,3.1928766,101.5291471
MIZA JAYA MARKETING (Mon-Sat: 9am-6pm| Fri: NO DELIVERY),M243,MD. OMAR ALI,"BLOCK AT-00-06, SUBANG PERDANA COURT 10,","USJ 15,","SUBANG JAYA, SELANGOR",SUBANG JAYA,SELANGOR,47630,Standalone,11,sales@pmmahsuri.com.my,016-7860984,3.075875,101.61059
MK GROCERY MART (Mon close),M248,,"NO. 25, JALAN BANDAR RAWANG 3,","BANDAR BARU RAWANG,","RAWANG, SELANGOR",RAWANG,SELANGOR,48000,Grocery,07,sales@pmmahsuri.com.my,012-2841121,3.323323,101.577413
MKR STORE,M095,MUTHU KRISANAN,"NO 25,","JALAN 13 DESA JAYA,","KEPONG, SELANGOR.",KEPONG,SELANGOR,52100,Standalone,11,sales@pmmahsuri.com.my,012-204 9641,3.2160498,101.6258664
MM MULTIPURPORSE MARKET (Mon-Sat: 9.30am-6pm|Fri: 12pm-3pm rest),M251,SAJIB,"NO. 20G, JALAN JEJAKA 7,","TAMAN MALURI,",KUALA LUMPUR,CHERAS,KUALA LUMPUR,56000,Standalone,11,sales@pmmahsuri.com.my,011-19516138,3.034387,101.432778
MOHD ATHAR BIN BACHOK,M102,,"LOT W-12,","KIPMART SENAWANG,","SEREMBAN, NEGERI SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,019-738 2679,2.714351,102.002091
MOHD ROSZI BIN AB.RASHID,M261,,"MEDAN SELERA 1001 KIARA BAHAU,","4081, TAMAN TUNKU PUAN CHIK,","BAHAU, N. SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,019-6519730,2.8084484,102.3916763
MOITTRY INFINITY SDN BHD,M220,MOHD SAIFUL BIN ABD RAHMAN,"LOT 2770-B, JALAN INDUSTRI 12",KAMPUNG BARU SUNGAI BULOH,"SUNGAI BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,010-3616394,3.187388,101.5666542
MOON SING HEONG TRADING,M231,MS. GOH,"NO. 30,",KG BARU SITE 'C',"PORT DICKSON, NEGERI SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71960,Standalone,11,sales@pmmahsuri.com.my,012-6233707,2.614247,101.804508
MR MART TRADING (DELIVERY: 1pm-6pm),M227,TOH YUEW CHUAN,NO.4 JALAN PRIMA 4,LUKUT PRIMA,"PORT DICKSON, N. SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,016-9565188,2.5608222,101.8112615
MR STORE ENTERPRISE,M256,MUHAMMAD RISHI,"NO. 188, JALAN SELASIH 1,","BLK A, KG. SENTOSA,","SEREMBAN, NEGERI SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70400,Standalone,11,sales@pmmahsuri.com.my,011-16701411,2.716927,101.984599
MRANI ENTERPRISE (Delivery: 8.00am-11.00am),M260,VIJAY,"5, JALAN PUSAT PERDAGANGAN BUKIT EMAS 2-1,","PUSAT PERDAGANGAN BUKIT EMAS 2,","SEREMBAN, NEGERI SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,018-3914024,2.6864949,101.9724358
MRZ SERUMPUN,M089,M.ZIN BIN BUJANG,"KM 2753, JALAN INDAH 1,","TAMAN SUTERA INDAH,","ALOR GAJAH, MELAKA",ALOR GAJAH,MELAKA,78000,Standalone,11,sales@pmmahsuri.com.my,012-370 3116,2.370658,102.1994272
MS AYU KHAN ENTERPRISE,M258,,"NO. 108-G,","JALAN DATO BANDAR TUNGGAL,","SEREMBAN, NEGERI SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70000,Standalone,11,sales@pmmahsuri.com.my,012-3410980,2.7246446,101.9390815
MTK MART (Open 6am-3.30pm),M268,,"11 & 12A,","KG. BARU BALAKONG,","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,012-3162921,3.027616,101.747958
MUAR STATION SDN. BHD.,M105,,"NO. 1, JALAN PUTRA MAHKOTA 7/6C,","PUTRA HEIGHTS, SUBANG JAYA,",SELANGOR,SUBANG JAYA,SELANGOR,47650,Standalone,11,sales@pmmahsuri.com.my,012-6383165,2.996204,101.574596
MUHIBAH FROZEN FOOD SDN. BHD.,M265,LEE,"NO. 178 & 179, JALAN SERTING UTAMA 5,","PUSAT PERNIAGAAN SERTING UTAMA,","BANDAR SERI JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,017-6910060,2.8876407,102.5077558
MUIP SUPERMARKET GROUP SDN BHD - PDM MART BESERAH,K134,MS NAFA,"B4 - B16 LORONG KG MASJID 2,",,BESERAH KUANTAN PAHANG.,KUANTAN,PAHANG,26100,Grocery,07,sales@pmmahsuri.com.my,010-213 4820,3.858686949,103.3654341
MUIP SUPERMARKET GROUP SDN BHD - PDM MART MARAN,M099,HELMI,"NO 1 JALAN DAGANGAN 2/1,","BLOCK DAGANGAN MARAN 2,",MARAN PAHANG.,MARAN,PAHANG,26000,Grocery,07,sales@pmmahsuri.com.my,012-967 5311,3.594852572,102.829885
MUIP SUPERMARKET GROUP SDN BHD - PDM MART SETONGKOL,M097,PUAN ITA,"A61 - A69 TINGKAT BAWAH,","JALAN BUKIT SETONGKOL,",KUANTAN PAHANG.,KUANTAN,PAHANG,25200,Grocery,07,sales@pmmahsuri.com.my,012-762 0344,3.806020794,103.3034081
MUIP SUPERMARKET TEMERLOH SDN BHD (BANDAR TUN RAZAK JENGKA),M100,KHAIRI,MUIP SUPERMARKET TEMERLOH SDN BHD (BANDAR TUN RAZAK JENGKA),"PT 11190, NADI KOTA,",BANDAR TUN RAZAK JENGKA PAHANG.,JENGKA,PAHANG,26400,Grocery,07,sales@pmmahsuri.com.my,012-928 0459,3.782717222,102.5201301
MURUGAN STORE,M024,,"NO.13A (BWH), PT 4016, LORONG 1,","TAMAN SRI ISKANDAR,","HUTAN MELINTANG, PERAK.",HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,016-410 2367,3.9911569,100.4979515
MUSTAQIM MINI MARKET,M093,AISHAH BINTI LIAQUAT ALI,"NO.48, JALAN PEGAGA,","TAMAN MERDEKA,","BATU BERENDAM, MELAKA",BATU BERENDAM,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,016-657 4532,2.2608017,102.2411053
MY 77 KOPITIAM (Open everyday|Delivery: 9am-3pm),M271,,"705, 706, JALAN MERAK 16,","TAMAN THIVY JAYA,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,018-3713995,2.6887005,101.9422248
MY A1 SDN BHD,M178,MR TEO WEE CHEN,"28, JALAN BIDARA 9/2,","SAJAUNA UTAMA 3,","SUNGAI BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,,3.2021103,101.3406998
MY A1 SDN BHD-DESA COALFIELDS,M191,MR. TEO,MY A1 SDN BHD-DESA COALFIELDS,"65, JALAN DC 4/1, DESA COALFIELDS,","SUNGAI BULOH, SELANGOR.",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,03 - 6272 6933,3.2021103,101.3406998
